rooms_num_square,type_offer,price,views,likes,address,apartment_complex,floors,furniture,series,building_type_year,added_ago,condition,ceil_height,gas,docs,heating,parking,is_change,is_ipoteka,is_installment,door,balcony,floor,different,telephone,internet,security,sanuzel,user_name,description,analytic,longitude,latitude,link
"2-комн. кв., 49 м2",от собственника,5 653 460 сом,3611,23,"Бишкек, Октябрьский район, Геологический 1/Ж.Пудовкина",,2 этаж из 5,частично меблирована,104 серия,панельный,Добавлено 3 года назад,евроремонт,,магистральный,,центральное,,обмен не предлагать,,"<div class=""label"">Возможность рассрочки</div>",металлическая,застекленный балкон,,"пластиковые окна,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",возможно подключение,проводной,домофон,совмещенный,Тимур,"квартира в тихом центре города! очень зеленый двор! 2ой, самый востребованный , этаж! солнечная сторона! не угловая! комноты не проходные! кладовка в подвале 2×3м! новая сантехника! балкон утеплен! 
Звоните, приезжайте смотрите! кв. очень хорошая! соседи тихие! удобная парковка во дворе!","Эта квартира на 3.88% дороже похожих
Цена за м2 этой квартиры на 5.28% дешевле похожих",74.6154,42.8587,https://www.house.kg/details/561436561925d61b66220-46819477
"3-комн. кв., 88.33 м2",от агента,8 573 008 сом,138,2,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",Теплый стан,3 этаж из 12,,элитка,"монолитный, 2022 г.",Добавлено 10 дней назад,под самоотделку (псо),3.2 м.,,"договор долевого участия,                                             красная книга",на газе,,,,,металлическая,балкон,,"пластиковые окна,                                             неугловая,                                             комнаты изолированы",,,,раздельный,"А2group, Шаршенали...","Продается 3 х комнатная квартира студия ПСО. 
Блок «В» ПСО сдан, можно делать ремонт. 
ЖК ""Теплый Стан"", СК «КреаКон»
На 3 этаже из 12
Сухэ Батора/Магистраль напротив школы « Газпром»,
Площадь квартиры 88,33 метров,
5-ти камерные окна,
Радиаторы отопления,
2 скоростные лифты «Fujl»
Высота потолков 3,2 метра,
Межэтажная и межквартирная шумоизоляция,
Автономное газовое отопление,
Фасад из керамогранита,
Монолитный каркас, жженый кирпич,
Базальтовое утепление,
Престижный и экологически чистый район города
Рядом: Школа «Газпром», парк «Асанбай», ТЦ «Глобус»
Дду зарегистрирован в гос регистре 
Цена : 1150 $ за кв метр","Эта квартира на 24.33% дешевле похожих
Цена за м2 этой квартиры на 8% дешевле похожих",74.6092,42.8169,https://www.house.kg/details/34474666dfbde32f94f5-30499452
"2-комн. кв., 72 м2",от агента,5 442 510 сом,665,5,"Бишкек, Магистраль, Куттубаева/Южная Магистраль",ЖК New City,7 этаж из 14,,элитка,"монолитный, 2022 г.",Добавлено 1 месяц назад,под самоотделку (псо),3 м.,,договор долевого участия,на газе,,обмен не предлагать,,,,,,,,,,,"А2group, Шаршенали...","Продается 2-х комнатная квартира
Район: Асанбай
СК: Элит Хус
ЖК: Нью Сити
Общая площадь: 72  кв.м
Этаж; 7 из 14 
White box
Сквозная планировка 
Под ПСО сдадут 4 квартале 2025 года 
Цена: 64500 $","Эта квартира на 28.09% дешевле похожих
Цена за м2 этой квартиры на 31.05% дешевле похожих",74.6224,42.8163,https://www.house.kg/details/919610466be3a36d5c393-08099615
"3-комн. кв., 102 м2",от собственника,10 000 000 сом,69,1,"Бишкек, Молодая Гвардия, Киевская 250/Молодая Гвардия",,3 этаж из 7,частично меблирована,индивид. планировка,"кирпичный, 1985 г.",Добавлено 2 дня назад,хорошее,2.8 м.,магистральный,"договор купли-продажи,                                             технический паспорт",центральное,паркинг,обмен не предлагать,,,бронированная,лоджия,дерево,"неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             кладовка,                                             тихий двор",нет,adsl,домофон,раздельный,Пользователь,"🔥Продается 3-х комнатная квартира🔥
🔨Частичный ремонт🔨
📍Район Молодая Гвардия📍
🔷Этаж 3-7🔷
🔷Площадь квартиры с лоджией 102кв\см³🔷
✅Все центральные коммуникации✅","Эта квартира на 40.25% дороже похожих
Цена за м2 этой квартиры на 4.25% дешевле похожих",74.5729,42.8758,https://www.house.kg/details/169140766eab176c1ddc5-77817254
"2-комн. кв., 69 м2",от собственника,8 016 100 сом,182,3,"Бишкек, Джал-29 м-н",,11 этаж из 15,полностью меблирована,элитка,"кирпичный, 2022 г.",Добавлено 14 дней назад,евроремонт,,магистральный,,на газе,,,,,бронированная,нет,ламинат,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             неугловая,                                             комнаты изолированы,                                             тихий двор",нет,проводной,"домофон,                                             решетки на окнах,                                             сигнализация,                                             видеодомофон,                                             кодовый замок,                                             видеонаблюдение",совмещенный,Пользователь,"Продается просторная квартира с дизайнерским свежим ремонтом и практически новой мебелью. 

Мкр Джал 29. Площадь квартиры — 68,8 кв.м. 
Квартира выполнена с использованием высококачественных материалов и полностью готова к проживанию.

Ремонт делался для себя с вниманием к каждой детали:

	•	Итальянская кафельная плитка в санузлах;
	•	Швейцарский ламинат на полу;
	•	Качественная мебель, часть из которой привезена из Турции.

Квартира укомплектована всей необходимой бытовой техникой: встроенный новый кондиционер, посудомоечная машина, дорогой 2-х метровый холодильник, стиральная машина. Вся необходимая мебель тоже на месте, что позволит вам сразу заехать и наслаждаться комфортом.

Идеальный вариант для тех, кто ценит уют и качество.","Эта квартира на 4.4% дороже похожих
Цена за м2 этой квартиры на 0.39% дешевле похожих",74.5657,42.8308,https://www.house.kg/details/566285566dada9aaf2ab9-20811792
"2-комн. кв., 48 м2",от агента,5 315 940 сом,64,,"Бишкек, 6 м-н",,1 этаж из 4,,104 серия,панельный,Добавлено 1 день назад,среднее,,,,центральное,,,,,,,,,,,,,Перизат Бакытбеков...,"Продаётся 2-комнатная квартира

Тип продажи: Продажа
Категория: Вторичная
Серия: 104 серия
Район: 6 мкр Ореховая роща 
Комнаты: 2
Этаж: 1 из всего 4
Коммуникации: центральные 
Состояние: хорошее 
 
Цена: 63000$ 
 
Тел: 
 
Кыргыз Недвижимость 

ID: 31755","Эта квартира на 10% дешевле похожих
Цена за м2 этой квартиры на 16.79% дешевле похожих",74.6238,42.8256,https://www.house.kg/details/975081766eb9a89ab0150-48089605
"1-комн. кв., 54 м2",от собственника,6 159 740 сом,5610,19,"Бишкек, Академия Наук 94",,10 этаж из 10,полностью меблирована,элитка,"кирпичный, 2009 г.",Добавлено 5 месяцев назад,евроремонт,3 м.,магистральный,"договор купли-продажи,                                             технический паспорт",центральное,,обмен не предлагать,,,бронированная,нет,ламинат,,возможно подключение,проводной,,совмещенный,Пользователь,"БЕЗ ПОСРЕДНИКОВ!!!

СОБСТВЕННИК!!! 

Застройщик ОсОО ""Прайм Строй"" 

Продаю квартиру!
Все что на фото остаётся, квартира полностью мебелированная.
Реальному клиенту торг!

По всем вопросам по телефону.","Эта квартира на 0.68% дешевле похожих
Цена за м2 этой квартиры на 0.25% дороже похожих",74.5827,42.879,https://www.house.kg/details/244696166168635241ce3-05220377
"2-комн. кв., 39 м2",от собственника,5 256 874 сом,1050,4,"с. Кош-Коль, ЦО РАДУГА ВЕСТ 90а",ЖК Центр Отдыха Радуга,1 этаж из 2,,элитка,"монолитный, 2024 г.",Добавлено 2 месяца назад,евроремонт,3 м.,,,электрическое,рядом охраняемая стоянка,,,"<div class=""label"">Возможность рассрочки</div>",,,,"пластиковые окна,                                             кухня-студия,                                             новая сантехника",нет,,,совмещенный,Пользователь,"Продаем квартиру в ЦО Радуге Вест в с. Кош-Кел, всего в 49 км от г. Балыкчы! С отличной круглогодичной инфраструктурой.
Квартира с новым евроремонтом 1+1
Новая сантехника
На территории Радуги Вест функционирует круглогодичный минеральный бассейн, отличная детская площадка и инфраструктура",,76.6229,42.5389,https://www.house.kg/details/90009336699c91e6e5052-07825730
"2-комн. кв., 75 м2",от собственника,9 703 700 сом,49,,"Бишкек, VEFA, Горький элебаева",,7 этаж из 10,,элитка,монолитный,Добавлено 1 день назад,евроремонт,,,,центральное,,,,,,,,,есть,,,,Пользователь,,"Эта квартира на 22.34% дороже похожих
Цена за м2 этой квартиры на 4.37% дороже похожих",74.611,42.8574,https://www.house.kg/details/187850766eb92186d5091-13039633
"1-комн. кв., 39.8 м2",от собственника,4 556 520 сом,130,3,"Бишкек, Центральная мечеть 4/Боконбаева",,3 этаж из 5,полностью меблирована,104 серия,панельный,Добавлено 2 дня назад,евроремонт,260 м.,магистральный,,центральное,,,есть,,бронированная,лоджия,ламинат,неугловая,,,"домофон,                                             видеонаблюдение",совмещенный,Пользователь,,"Эта квартира на 4.85% дороже похожих
Цена за м2 этой этой квартиры совпадает со средней ценой",74.6202,42.8668,https://www.house.kg/details/733110466eb7c52ce0545-57017982
"2-комн. кв., 50 м2",от собственника,5 695 650 сом,442,5,"Бишкек, Аламедин-1 м-н",,2 этаж из 5,,105 серия,панельный,Добавлено 26 дней назад,хорошее,,,,центральное,,,,,,,,,,,,,Альфия,"В хорошем состоянии , со сквозной планировкой ,сан узел раздельный ,
Серия 105 ,окна пластиковые , двери входные новые , бронированные , сан узел кафель .
Квартира расположена в мкр Аламедин-1 (Чынар)
На самом лучшем этаже - 2 этаж . Соседи очень дружные , хороший двор , рядом школы , садики , рынки , транспорт едет в любую сторону города.
Цена 67500$ торг имеется .
АГЕНТСТВА НЕ БЕСПОКОИТЬ ПОЖАЛУЙСТА!","Эта квартира совпадает со средней ценой
Цена за м2 этой квартиры на 1.5% дороже похожих",74.6844,42.8771,https://www.house.kg/details/31786966cb0bf6385514-08185674
"2-комн. кв., 50 м2",от собственника,5 484 700 сом,538,4,"Бишкек, Аламедин-1 м-н, Кольбаева",,4 этаж из 5,,индивид. планировка,панельный,Добавлено 1 месяц назад,хорошее,,,договор купли-продажи,центральное,,,,,,,,,,,,,Альфия,"Продается 2 ком кв 
Возле Аламедин-1 по ул Кольбаева 
В хорошем состоянии !
Вся мебель и техника остается .
4/5 ,индивидуалка , двор огорожен , дом кирпичный .
65000$ 
0500-962-953","Эта квартира на 1.56% дороже похожих
Цена за м2 этой квартиры на 0.33% дешевле похожих",74.6844,42.8771,https://www.house.kg/details/479647966c2aae0e4c736-26415611
"2-комн. кв., 56 м2",от собственника,6 581 640 сом,106,,"Бишкек, АЮ Grand 28",,5 этаж из 10,,элитка,монолитный,Добавлено 7 дней назад,евроремонт,3 м.,,,центральное,,,,,,,,,,,,,Улан,"🔥🔥🔥СРОЧНО Продается 2х ком кв студия ЖК Анкара от СК Ихлас

Район: 📍Тунгуч

✅Площадь: 56м2, Этаж 5/10
✅Все коммуникации центральные❗️
📕юридически чист, все документы на руках
✅Отличная локация дома, хорошая транспортная развязка
✅университет, магазины, школы, садики, аптеки все что необходимо в шаговой доступности


ЦЕНА: 78000$

ТЕЛЕФОН 0503 03 00 15","Эта квартира на 11.37% дороже похожих
Цена за м2 этой квартиры на 19.61% дороже похожих",74.6736,42.8545,https://www.house.kg/details/617549066e4541b5c40e2-55969847
"1-комн. кв., 44 м2",от собственника,7 003 540 сом,378,5,"Бишкек, Политех, г. Бишкек, ул.Целинная 21 (район Политех)",Жилой комплекс «Политех»,10 этаж из 13,,элитка,"монолитный, 2023 г.",Добавлено 19 дней назад,евроремонт,,,,на газе,,,,,,,,,,,,,Пользователь,"Продается 1 ком  квартира с хорошим ремонтом по ул Целинная 21, 10 этаж из 13 от надежной строительной компании О2 ЖК Политех. Площадь квартиры составляет 44 м2 
Полностью с бытовой техникой и мебелью. Готова для сдачи в аренду 600$ в месяц пассивного дохода. Надежная инвестиция и сохранение ваших денег. Продажа от собственника.","Эта квартира на 15.68% дороже похожих
Цена за м2 этой квартиры на 16.95% дороже похожих",74.5828,42.8459,https://www.house.kg/details/258992866d4520504be46-51124616
"4-комн. кв., 81.8 м2",от собственника,12 656 156 сом,150,,"Бишкек, Асанбай м-н 13",,4 этаж из 9,частично меблирована,106 серия улучшенная,панельный,Добавлено 2 дня назад,евроремонт,,,договор купли-продажи,центральное,паркинг,рассмотрю варианты,,,бронированная,лоджия,плитка,"пластиковые окна,                                             улучшенная,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             встроенная кухня,                                             кладовка,                                             тихий двор",,,домофон,раздельный,Пользователь,"🔥Продаeтся просторная 4-комнатная квартира в микрорайоне Асанбай🔥

Прекрасная возможность приобрести уютную и функциональную квартиру в одном из лучших районов города! Квартира площадью 81,8 м² находится в доме 106-й серии, отличается удобной планировкой и качественным ремонтом.

ХАРАКТЕРИСТИКИ:
 🤩 Общая площадь: 81,8 м²
 🙌 Этаж: 4-й
 👷‍♂️ Ремонт: современный, с использованием качественных материалов
 ❤️‍🔥 Теплый пол в квартире, обеспечивающий комфорт в любое время года
 👨‍🍳 Кухонный гарнитур входит в стоимость
 ✅ Газовая плита и вытяжка находятся на лоджии, что делает использование кухни еще удобнее и практичнее
 🔄 Установлены счетчики воды в ванной и на кухне, а также счетчик газа на кухне
 🚿 Расширенная ванная комната, создающая дополнительное пространство для удобства
 🧖‍♂️ Новый бойлер (Ariston) для непрерывной подачи горячей воды
 🥶 Кондиционеры установлены в кухне, зале и спальне для поддержания комфортной температуры

Инфраструктура:
 - школа №56
 - бизнес центр ДК
 - Томми молл
 - Асанбай парк
 - Гипермаркет Глобус
 - Супермаркет Глобус по улице Айтиева

Стоимость составляет $1500 за м², что делает это предложение выгодным с учетом отличного расположения и высокого уровня благоустройства. Квартира готова к проживанию и не требует дополнительных вложений!

По всем вопросам обращайтесь на WhatsApp +996706255555.",,74.6209,42.8214,https://www.house.kg/details/102926466eb178f2db6a0-89357593
"2-комн. кв., 46 м2",от собственника,3 628 340 сом,843,4,"Иссык-Кульская область, с. Чок-Тал",,1 этаж из 1,полностью меблирована,индивид. планировка,"кирпичный, 2015 г.",Добавлено 2 месяца назад,евроремонт,,,,без отопления,,обмен не предлагать,,,,,,,,,,,Пользователь,"Продаются квартиры в коттеджах, готовый бизнес с клиентской базой

В с. Чок-Тал напротив международного аэропорта ""Тамчы"", в коттеджном кооперативе ""Дем-Ал""

В таунхаусах по 4 квартиры площадью 46 кв.м.
Гостиная-студия 22 кв.м..
Спальня 13,50 кв.м.
Санузел 3,4 кв.м.
Терраса 7,5 кв.м.

Красная книга и тех. паспорт
В квартирах есть все коммуникации.

На территории коттеджного кооператива построены свои автономные коммуникационные сооружения:
- Трансформаторная подстанция
- Артезианская скважина 
- Очистные сооружения

Тихий и приватный пляж с песчаным берегом","Эта квартира на 28.33% дешевле похожих
Цена за м2 этой квартиры на 6.5% дешевле похожих",76.7196,42.5783,https://www.house.kg/details/495118066a46839c991a1-58797270
"1-комн. кв., 48 м2",от собственника,5 822 220 сом,99,2,"Бишкек, VEFA, Радищева и Карасаева 126/Карасааева(Дружба)",,7 этаж из 9,частично меблирована,элитка,монолитный,Добавлено 2 дня назад,евроремонт,3 м.,автономный,"договор долевого участия,                                             красная книга",смешанное,паркинг,,,,бронированная,нет,ламинат,"новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             тихий двор",нет,проводной,"домофон,                                             охрана,                                             видеонаблюдение",совмещенный,Пользователь,"Полноценная 1-к квартира. ЖД «Дружба"" ЮГ-2, одно подъездный клубный дом бизнес класса от СК «Gefest» На 7этаже из 9, плрщадь: 48 м2.

Абдрахманова/Карасаева, район ТЦ ""VEFA""

Наличие Красной книги и всех разрешительных документов!
ДДУ зарегистрирован в гос. регистре! Техпаспорт в следующем месяце. 

Квартира общей площадью 48м2
Кухня 15.5 кв. метров. НЕ студия. 
Большие окна выходят на Север, в квартире много естественного света,
Монолитный каркас, жжённый кирпич
Базальтовое утепление и система капсульной шумоизоляции.
Фасад оформлен в современном стиле из HPL панелей. Архитектурная подсветка фасадов.
Окна из алюминиевого профиля от Asistal Aluminium. Современные вентиляционные системы. Два бесшумных лифта. 

Свежий ремонт. Тёплый пол. Кондиционер с инверторы мотором.  Вся сантехника из завода Европы с гарантией и обслуживанием 10 лет и бесплатной заменой при поломке. Мебель для ванной турецкой фирмы. 
Центральные коммуникации и уже функционируют, газ проведен, итальянский газовый котел от Ariston. Осталось заказать спальный и кухонный гарнитур на ваш вкус.

Рядом школы-гимназии: 29, 69 и 14, частные детские садики и начаььные школы, ТЦ Вефа, Таш Рабат, удобная транспортная развязка.","Эта квартира на 0.72% дешевле похожих
Цена за м2 этой квартиры на 9.76% дешевле похожих",74.609,42.8551,https://www.house.kg/details/119918966eb4460cb2875-06713669
"2-комн. кв., 56.2 м2",от собственника,7 130 110 сом,92,1,"Бишкек, Магистраль, Б.Баатыра/А.Токомбаева",,6 этаж из 25,,элитка,монолитный,Добавлено 2 дня назад,под самоотделку (псо),3.3 м.,магистральный,договор долевого участия,автономное,,,,,бронированная,застекленный балкон,,,возможно подключение,оптика,,раздельный,Пользователь,"Эксклюзивное предложение по низкой цене!
Продам 2-х комнатную квартиру в ЖК ""GRAVITY"" от надёжного застройщика ""N-GROUP"".
Настоящий ПРЕМИУМ-КЛАСС
Юж. Магистраль / Советская
По факту евро-двушка 56,14 кв.м
Самая лучшая и правильная планировка!
Максимум полезной жилой площади.
Выгодная инвестиция, у застройщика от 1800$ и выше
Золотой этаж 6 из 15
Есть  балкон
Такие квартиры у застройщика уже все распроданы!
Таких цен нет! 
Цена: 84500$","Эта квартира на 5.8% дешевле похожих
Цена за м2 этой квартиры на 15.74% дороже похожих",74.6054,42.8215,https://www.house.kg/details/664273866eb3b411a65c4-60202988
"2-комн. кв., 40 м2",от собственника,5 653 460 сом,150,4,"Бишкек, Джальская больница, Тыналиева 2/22",Мечта,3 этаж из 10,полностью меблирована,элитка,"монолитный, 2017 г.",Добавлено 2 дня назад,евроремонт,3 м.,магистральный,"договор купли-продажи,                                             технический паспорт,                                             красная книга",центральное,рядом охраняемая стоянка,,,,бронированная,застекленный балкон,линолеум,"пластиковые окна,                                             кухня-студия,                                             новая сантехника,                                             кондиционер,                                             неугловая,                                             комнаты изолированы,                                             встроенная кухня,                                             тихий двор",есть,,"решетки на окнах,                                             домофон,                                             видеодомофон,                                             охрана,                                             видеонаблюдение",совмещенный,Возьму квартиру,"Риелтер не беспокоить , 67 торг при осмотре 
Пишите, звоните , обмен с доплатой приветствуется","Эта квартира на 22.09% дешевле похожих
Цена за м2 этой квартиры на 32.96% дороже похожих",74.5686,42.8459,https://www.house.kg/details/716510866eb363e7813f9-09731884
"2-комн. кв., 48 м2",от собственника,4 936 230 сом,7641,6,"Бишкек, Пишпек ж/м, Кривоносова/Л.Толстого",,1 этаж из 5,пустая,105 серия,"панельный, 1988 г.",Добавлено 2 года назад,хорошее,2.85 м.,магистральный,,центральное,,обмен не предлагать,нет,"<div class=""label"">Возможность рассрочки</div>",бронированная,лоджия,линолеум,"неугловая,                                             комнаты изолированы,                                             кладовка,                                             тихий двор",есть,проводной,решетки на окнах,раздельный,N,"Квартира неугловая,лоджия застеклённая и есть решетки на лоджии и на окнах,городской телефон,интернет Exnet,Mega-Line, две входных двери-одна из них бронированная.Рядом школы,два детских сада, магазины "" Народный "", ""Достор"",стадион,ж/д больница.Троллейбусы: 8,9,маршрутки: 139,227,204,недалеко 136. По всем вопросам писать на ватсап.",,74.5476,42.8578,https://www.house.kg/details/6952851629f11e2bd2698-09779434
"1-комн. кв., 30 м2",от собственника,3 501 770 сом,20371,16,"Бишкек, Пишпек ж/м, Льва Толстого/Крылова",,3 этаж из 3,частично меблирована,хрущевка,кирпичный,Добавлено 3 года назад,хорошее,3.5 м.,магистральный,,центральное,,рассмотрю варианты,нет,"<div class=""label"">Возможность рассрочки</div>",бронированная,балкон,дерево,"пластиковые окна,                                             кладовка,                                             тихий двор",есть,проводной,,совмещенный,N,"ПРОДАЕТСЯ КВАРТИРА: ПИШПЕК, 1 КОМНАТА 

Квартира большая и теплая. Комната разделена на две части (делалась под двухкомнатную) перегородку свободно можно убрать.

Счетчик на горячую воду новый, на холодную воду счетчика нет, краны для перекрытия горячей и холодной воды, газовый счетчик.
 Имеется домашний телефон. Проведён интернет Акнет.
Пластиковые окна, полы деревянные. Угловая,но тёплая и тихая,никто не дрелит  и не стучит с двух сторон и над квартирой-что очень радует! Чистый ,тихий двор и подъезд.
Рядом два детских сада, школа № 44 и недалеко школа №59, рядом Krao (КРАО (Кыргызско-Российская академия образования)). Железнодорожная больница,стадион ""Локомотив""-каток,футбольное поле и т.д. Магазины,недалеко базарчик, 2 магазина ""Народный"",транспорт: маршрутки: 139,227,204,281; троллейбусы 8 и 9,недалеко ходит автобус 18 и 136 маршрутка.

ПИСАТЬ НА WHATSAPP","Эта квартира на 4.6% дешевле похожих
Цена за м2 этой квартиры на 5.17% дешевле похожих",74.5423,42.8646,https://www.house.kg/details/86266576079f9aed66157-31183612
"2-комн. кв., 69 м2",от собственника,5 147 180 сом,232,6,"Бишкек, Джальская больница, Ахунбаева/Тыналиева","Жилой комплекс ""IHLAS-Джал+""",4 этаж из 14,,элитка,монолитный,Добавлено 5 дней назад,под самоотделку (псо),,,,на газе,,,,,,,,,,,,,Erkaiym,2-х Комн. Этаж-4.69м.,"Эта квартира на 29.07% дешевле похожих
Цена за м2 этой квартиры на 29.83% дешевле похожих",74.5709,42.8451,https://www.house.kg/details/85026266e70eab2b2d51-35235925
"1-комн. кв., 43 м2",от собственника,4 278 066 сом,287,5,"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",Аалам Сити,3 этаж из 9,,элитка,"монолитный, 2023 г.",Добавлено 14 дней назад,евроремонт,,,,на газе,,обмен не предлагать,,,,,,,,,,,Erkaiym,"1-Комнатная
Этаж-3.43м2.
Горького/Алматинка
Напротив Дасмии
Рядом Технопарк 
Дом комфорт Класса
Охраняемый Двор
Подземный Паркинг
Детская площадка
Прогулочные аллеи внутри двора","Эта квартира на 3.05% дороже похожих
Цена за м2 этой квартиры на 10.4% дороже похожих",74.6386,42.8566,https://www.house.kg/details/600427866dbbb9242a557-35103136
"2-комн. кв., 71 м2",от собственника,7 594 200 сом,79,,с. Кок-Джар/Алматинка Магистраль,,4 этаж из 12,пустая,элитка,"кирпичный, 2024 г.",Добавлено 4 дня назад,евроремонт,3 м.,магистральный,"договор долевого участия,                                             красная книга",автономное,паркинг,,,,бронированная,лоджия,ламинат,"пластиковые окна,                                             новая сантехника,                                             неугловая,                                             тихий двор",возможно подключение,проводной,"домофон,                                             охрана,                                             видеонаблюдение",раздельный,Пользователь,"Продаю
2х ком квартиру 
Со свежим ремонтом 
4 этаж из 12
70,7 кв м
Адрес:Алматинская/Магистраль
СК: Заман курулуш
Не угловая, сквозная планировка
Окна смотрят на юг и север
Высокий уровень шумо и теплоизоляции
Современные безшумные лифты от фирмы КОNE
Дом комфорт класса
Дом кирпичный
Рядом детские сады и школы, бот сад, транспорт в любую точку города
Автономное отопление
Дом на Красной книге и имеются всё разрешительные документы
ДДУ, общий техпаспорт на дом в наличии у компании, сейчас идёт процесс получении по квартирно
Цена: 90000$ 
Прощу АН не беспокоить!!!!!","Эта квартира на 50% дороже похожих
Цена за м2 этой квартиры на 41.05% дороже похожих",74.6454,42.813,https://www.house.kg/details/774170766e7db8d2eca02-31642314
"1-комн. кв., 54 м2",от собственника,3 628 340 сом,643,1,"Бишкек, Ипподром, Л. Толстого 126/Садырбаева (Баха)","Жилой комплекс ""Новый Век""",12 этаж из 17,пустая,элитка,"монолитный, 2024 г.",Добавлено 2 месяца назад,под самоотделку (псо),3.1 м.,магистральный,"договор долевого участия,                                             красная книга",центральное,паркинг,обмен на авто,,,бронированная,лоджия,,"пластиковые окна,                                             тихий двор,                                             неугловая",нет,,"домофон,                                             сигнализация,                                             видеодомофон,                                             охрана,                                             кодовый замок,                                             видеонаблюдение,                                             консьерж",совмещенный,Капитал,,"Эта квартира на 1.71% дешевле похожих
Цена за м2 этой квартиры на 2.59% дешевле похожих",74.558,42.8646,https://www.house.kg/details/3483001669f5ab0d15e14-16254739
"2-комн. кв., 49 м2",от собственника,5 315 940 сом,292,5,"Бишкек, Сквер Тоголок Молдо, Логвиненко/Боконбаева",Логвиненко 12,6 этаж из 10,пустая,элитка,"монолитный, 2015 г.",Добавлено 2 дня назад,хорошее,3 м.,магистральный,"договор долевого участия,                                             красная книга",центральное,паркинг,,,,бронированная,нет,ламинат,"пластиковые окна,                                             кухня-студия,                                             кондиционер,                                             неугловая,                                             тихий двор",нет,проводной,"домофон,                                             видеодомофон,                                             охрана,                                             видеонаблюдение",совмещенный,Капитал,"Продается Студия с ремонтом 49 м2 в Золотом Квадрате Логвиненко Боконбаева! 
✅ Элитка 
✅ Этаж 6/10 
✅ Лифт 
✅ Не угловая 
✅ Без мебели
✅ Ремонт косметика
✅ Санузел совмещенный 
✅ Все Коммуникации Центральные
✅ Дом кирпичный 
✅ Введен в эксплуатацию 
✅ Вид на горы 
✅ Окна выходят на Юг
✅ Школа, садик , парк , магазины, аптеки , банки , рестораны, госучреждения, транспортная развязка на все точки города.
✅ Торг Уместен! Обмен не рассматриваем! Наличный расчет!","Эта квартира на 43.24% дешевле похожих
Цена за м2 этой квартиры на 10.08% дешевле похожих",74.5985,42.867,https://www.house.kg/details/759291066eb10dce03b03-33825971
"1-комн. кв., 55 м2",от собственника,5 484 700 сом,1493,6,"Бишкек, Магистраль, Сухэ Батора",Немецкий квартал,12 этаж из 14,,элитка,"монолитный, 2023 г.",Добавлено 9 месяцев назад,под самоотделку (псо),3 м.,,,центральное,,,,,,,,,есть,,,,эркин,"🔥 🔥🔥Продается  просторная 1- комнатная квартира ПСО в ЖК ""Немецкий Квартал"" на Сухэ-Батора/Магистраль;
✅ 55 м2
✅ 12 этаж из 15 
✅ Кирпичный дом, утеплён
✅ Все центральные коммуникации, отопление газовое 
✅ С панорамным видом из окон 
✅ Огороженный двор, спортивная и игровая площадка, Face ID, система безопасности, видеонаблюдение, подземный и гостевой паркинг имеются.
Застройщик: СК НБК Курулуш. Дом сдан и заселён на 30%, можно начинать ремонт и заселяться.
🔥🔥Цена: 64000$🔥🔥Тел: 0777036666","Эта квартира на 6.56% дороже похожих
Цена за м2 этой квартиры на 6.48% дешевле похожих",74.6137,42.8189,https://www.house.kg/details/1911944657b1e3cb55085-34677028
"1-комн. кв., 38 м2",от агента,3 754 910 сом,65,,"Бишкек, Аламедин-1 м-н, Салиева",,4 этаж из 4,,индивид. планировка,"кирпичный, 1992 г.",Добавлено 2 дня назад,хорошее,,магистральный,"договор купли-продажи,                                             технический паспорт",центральное,паркинг,,есть,,бронированная,застекленный балкон,линолеум,тихий двор,,,"домофон,                                             видеонаблюдение",совмещенный,Пользователь,"Продаю 1 комнатную квартиру
Мкр. Аламедин 1/Салиева
Площадь 38м2
Этаж 4/4 крыша новая!
Угол выходит на солнечную сторону!
Тёплый кирпичный дом!
Построен в 1992 году
Кухня расширена за счёт лоджии
Квартира в хорошем состоянии
ЦЕНТРАЛЬНОЕ ОТОПЛЕНИЕ, ГОРЯЧАЯ ВОДА, ГАЗ
Закрытый двор
Цена: 44500$ 

В шаговой доступности:
Продуктовый рынок ""ЧИНАР"", магазины
ДЕТСКИЕ САДЫ
БАНКИ,МЕЧЕТЬ
Школа – гимназия № 38, школа №1,
Авторская школа, Международная школа ""Элипс""
Кыргызско–Турецкий лицей, Мед.центр Славянского Университета
Центр Семейной Медицины, аптеки, лаборатории
Кафе ""Жасмин,кафе ""Муслим"",""Империя пиццы""
2 спортзала, бассейны,салоны красоты
Хорошая транспортная доступность
До центра города 15 минут!
Звоните: 0502888233 ; 0555222138","Эта квартира на 0.56% дороже похожих
Цена за м2 этой квартиры на 1.9% дешевле похожих",74.6813,42.8818,https://www.house.kg/details/882899966eb0b1182e4e1-95424913
